Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,Monthly_Users,Productivity_Gain_Percent,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD,Adoption_Level,ROI_Percent
ORG00825,Finance,Small,172,Perplexity,2026,82,14.85,10.0,26849,41276,High,53.73
ORG00826,Finance,Small,103,ChatGPT,2026,43,11.02,8.4,24729,47894,Medium,93.68
ORG00827,Education,Medium,217,ChatGPT,2026,31,19.32,6.9,85453,92628,High,8.4
ORG00828,Finance,Medium,950,Gemini,2026,172,19.4,6.6,97711,149494,High,53.0
ORG00829,IT,Large,9881,Perplexity,2026,2223,41.57,9.1,1389050,1690554,Low,21.71
ORG00830,Finance,Medium,310,Claude,2026,10,33.62,5.9,194084,419576,Low,116.18
ORG00831,Finance,Medium,254,Midjourney,2026,85,29.55,7.2,94258,81077,Medium,-13.98
ORG00832,IT,Medium,368,Claude,2026,20,20.31,7.3,134458,196608,High,46.22
ORG00833,Education,Medium,824,Midjourney,2026,371,13.53,5.0,150933,349307,High,131.43
ORG00834,IT,Large,9356,Midjourney,2026,1308,29.63,7.0,1375413,2607005,High,89.54
ORG00835,Retail,Small,187,ChatGPT,2026,11,19.61,6.7,27480,55737,High,102.83
ORG00836,Manufacturing,Small,141,Perplexity,2026,14,19.16,6.3,6594,15947,Medium,141.84
ORG00837,Retail,Medium,252,Gemini,2026,33,34.91,8.2,156299,284550,High,82.05
ORG00838,Education,Small,81,Gemini,2026,19,19.49,6.1,32389,57794,Low,78.44
ORG00839,Retail,Small,25,Claude,2026,8,22.27,4.4,48092,99486,Medium,106.87
ORG00840,Manufacturing,Small,91,Claude,2026,23,10.39,7.8,31272,71843,Medium,129.74
ORG00841,IT,Medium,973,Midjourney,2026,193,11.39,7.2,240940,569282,Medium,136.28
ORG00842,Healthcare,Medium,546,Copilot,2026,98,16.01,7.7,119800,191978,Medium,60.25
ORG00843,Healthcare,Medium,545,Gemini,2026,107,8.95,9.2,75809,116395,High,53.54
ORG00844,IT,Large,5980,Copilot,2026,615,31.7,8.7,737888,946937,Medium,28.33
ORG00845,Finance,Large,3271,Copilot,2026,709,29.23,6.7,759932,1734455,Low,128.24
ORG00846,Healthcare,Large,7777,Claude,2026,535,21.76,8.6,1159308,1324843,Medium,14.28
ORG00847,Finance,Small,47,ChatGPT,2026,5,36.47,7.3,11000,23632,High,114.84
ORG00848,Healthcare,Small,115,ChatGPT,2026,42,21.73,6.9,19160,21669,High,13.09
ORG00849,Education,Small,96,Claude,2026,25,36.51,7.8,34209,71481,Medium,108.95
ORG00850,Finance,Small,189,ChatGPT,2026,35,12.72,7.5,9318,18398,Medium,97.45
ORG00851,Healthcare,Medium,530,Claude,2026,38,16.81,7.6,206571,205449,Low,-0.54
ORG00852,Finance,Small,98,Copilot,2026,22,5.77,8.1,31660,57575,Medium,81.85
ORG00853,Education,Small,175,Perplexity,2026,70,29.8,4.9,43444,102028,Low,134.85
ORG00854,Manufacturing,Small,164,ChatGPT,2026,27,31.86,6.4,16235,33980,Medium,109.3
ORG00855,IT,Medium,551,Midjourney,2026,223,17.53,6.1,104709,167792,High,60.25
ORG00856,Manufacturing,Small,106,Claude,2026,46,16.26,7.2,12174,21245,Low,74.51
ORG00857,Manufacturing,Medium,694,Perplexity,2026,238,7.91,7.1,240793,441193,Low,83.23
ORG00858,Manufacturing,Small,118,Midjourney,2026,45,26.4,9.6,45719,63597,Medium,39.1
ORG00859,IT,Large,8143,Copilot,2026,1871,11.03,7.2,1536119,1893620,High,23.27
ORG00860,Education,Small,13,ChatGPT,2026,5,30.12,7.8,34454,77225,Medium,124.14
ORG00861,Healthcare,Medium,346,Copilot,2026,94,7.31,8.0,124818,169238,High,35.59
ORG00862,Retail,Small,176,Midjourney,2026,70,15.56,6.3,45462,80836,Low,77.81
ORG00863,Retail,Small,49,Copilot,2026,19,25.06,6.5,38844,79389,Medium,104.38
ORG00864,Finance,Large,2895,ChatGPT,2026,1446,31.17,6.5,672213,929092,Medium,38.21
ORG00865,Healthcare,Small,12,Midjourney,2026,16,17.81,7.1,28081,69838,Medium,148.7
ORG00866,IT,Small,19,Gemini,2026,18,18.4,7.7,25928,53486,Low,106.29
ORG00867,IT,Large,7452,Copilot,2026,165,21.54,7.0,1156485,995040,Medium,-13.96
ORG00868,Healthcare,Large,7494,ChatGPT,2026,1430,9.96,6.9,873323,936094,High,7.19
ORG00869,IT,Small,120,ChatGPT,2026,34,37.31,7.2,44394,62135,Medium,39.96
ORG00870,Education,Medium,955,Gemini,2026,335,22.19,5.8,193583,450502,Medium,132.72
ORG00871,Finance,Medium,414,Perplexity,2026,7,16.81,9.6,171278,357618,High,108.79
ORG00872,Manufacturing,Medium,967,Copilot,2026,6,20.86,9.8,172098,212957,High,23.74
ORG00873,Healthcare,Large,3958,Midjourney,2026,1953,21.61,9.3,1148972,1768453,Medium,53.92
ORG00874,Healthcare,Small,199,Perplexity,2026,15,14.76,7.7,45345,37619,Medium,-17.04
ORG00875,Education,Small,166,ChatGPT,2026,28,30.74,8.4,37947,44621,High,17.59
ORG00876,Education,Small,11,Gemini,2026,11,35.77,9.4,24096,24412,High,1.31
ORG00877,IT,Small,13,Claude,2026,14,19.43,7.9,17013,13693,High,-19.51
ORG00878,Education,Medium,210,Copilot,2026,11,32.31,8.7,154334,301157,High,95.13
ORG00879,Healthcare,Medium,379,Midjourney,2026,14,23.17,10.0,208493,415769,Low,99.42
ORG00880,Healthcare,Large,4474,ChatGPT,2026,165,15.02,7.4,1289727,1250935,Low,-3.01
ORG00881,Education,Large,2553,Copilot,2026,374,19.27,9.6,794919,1540605,Medium,93.81
ORG00882,Retail,Medium,616,Midjourney,2026,272,30.08,7.0,207039,282640,Low,36.52
ORG00883,IT,Large,9414,Gemini,2026,4173,28.94,8.0,696384,1121800,Medium,61.09
ORG00884,Education,Small,170,Claude,2026,39,29.79,6.8,33745,34866,High,3.32
ORG00885,IT,Small,29,Midjourney,2026,13,25.31,7.3,25580,46285,Medium,80.94
ORG00886,Retail,Large,3004,Midjourney,2026,93,30.52,8.4,1655231,2593440,High,56.68
ORG00887,Finance,Large,4318,Midjourney,2026,1237,25.01,9.0,1048439,1058266,Low,0.94
ORG00888,Retail,Medium,645,Claude,2026,57,33.29,6.1,146037,239510,Medium,64.01
ORG00889,IT,Medium,543,Copilot,2026,15,27.44,8.8,81468,108300,High,32.94
ORG00890,Retail,Medium,701,ChatGPT,2026,135,22.04,6.2,131144,192658,Medium,46.91
ORG00891,IT,Small,71,Midjourney,2026,7,20.11,7.0,24078,30524,High,26.77
ORG00892,Retail,Medium,662,ChatGPT,2026,9,26.73,8.9,202161,497500,Medium,146.09
ORG00893,Manufacturing,Medium,514,ChatGPT,2026,246,33.9,6.1,116378,105094,Low,-9.7
ORG00894,Education,Medium,275,Claude,2026,40,6.41,7.0,67496,55927,High,-17.14
ORG00895,Healthcare,Large,5323,Claude,2026,2388,24.28,6.7,1017089,2344176,Low,130.48
ORG00896,Retail,Medium,394,ChatGPT,2026,164,17.81,7.2,168822,319564,Medium,89.29
ORG00897,Retail,Large,3411,Perplexity,2026,96,27.13,7.8,935841,1487956,Medium,59.0
ORG00898,Education,Small,108,ChatGPT,2026,23,2.0,6.2,7483,10828,Medium,44.7
ORG00899,Manufacturing,Small,119,Midjourney,2026,18,21.74,8.8,34490,69763,Medium,102.27
ORG00900,Manufacturing,Small,170,Copilot,2026,66,16.34,7.4,8369,14598,Low,74.43
ORG00901,Retail,Medium,961,Claude,2026,15,19.14,7.0,81620,133711,High,63.82
ORG00902,Retail,Medium,907,Copilot,2026,133,27.61,8.2,67563,73339,Medium,8.55
ORG00903,IT,Small,148,ChatGPT,2026,6,15.71,7.6,27581,30977,Medium,12.31
ORG00904,Finance,Large,9721,Midjourney,2026,77,25.38,9.1,811019,1418601,High,74.92
ORG00905,Manufacturing,Medium,272,Perplexity,2026,40,41.55,4.3,198938,246225,Low,23.77
ORG00906,Education,Small,86,Copilot,2026,42,14.71,7.3,15564,31028,High,99.36
ORG00907,Finance,Small,58,Perplexity,2026,13,20.9,7.0,32054,36640,Medium,14.31
ORG00908,Finance,Medium,996,Gemini,2026,166,19.85,5.4,142928,171046,Low,19.67
ORG00909,Finance,Small,73,Copilot,2026,14,25.51,6.0,14784,19989,Medium,35.21
ORG00910,Education,Small,77,Gemini,2026,19,29.6,6.6,26542,46829,Medium,76.43
ORG00911,Retail,Small,89,ChatGPT,2026,42,18.08,7.1,27503,53696,Medium,95.24
ORG00912,Manufacturing,Small,21,Midjourney,2026,8,14.07,6.1,9211,14033,Medium,52.35
ORG00913,Healthcare,Medium,421,ChatGPT,2026,25,30.98,6.8,174468,201860,High,15.7
ORG00914,Education,Small,33,Midjourney,2026,15,8.18,8.6,43902,74460,Medium,69.61
ORG00915,Education,Medium,718,Claude,2026,159,36.28,8.7,213420,528956,Medium,147.85
ORG00916,Manufacturing,Medium,797,Midjourney,2026,238,26.2,7.9,134254,171374,High,27.65
ORG00917,Finance,Medium,669,Gemini,2026,174,20.85,6.5,134024,145732,Medium,8.74
ORG00918,Healthcare,Large,9209,Midjourney,2026,2966,34.37,8.6,1476340,2930061,High,98.47
ORG00919,Retail,Large,8937,Claude,2026,2270,36.98,7.4,1236071,2477052,Medium,100.4
ORG00920,Manufacturing,Small,114,Perplexity,2026,51,12.66,8.8,39788,80213,Medium,101.6
ORG00921,Healthcare,Large,4422,Gemini,2026,2143,21.75,6.1,458587,738909,Medium,61.13
ORG00922,Finance,Large,5950,Midjourney,2026,289,17.02,8.4,759723,1119214,Medium,47.32
ORG00923,Retail,Medium,881,Claude,2026,311,37.37,7.1,84639,179023,High,111.51
ORG00924,IT,Medium,399,ChatGPT,2026,141,26.89,8.3,214467,458157,High,113.63
ORG00925,Healthcare,Large,6142,Copilot,2026,2463,24.8,6.9,730218,1365242,Low,86.96
ORG00926,IT,Small,20,Midjourney,2026,16,23.07,6.8,46944,78944,High,68.17
ORG00927,IT,Medium,621,Perplexity,2026,162,31.38,5.1,128277,264681,Medium,106.34
ORG00928,Finance,Large,6387,Copilot,2026,1689,12.89,8.0,1560518,1251836,Low,-19.78
ORG00929,Education,Large,6314,Claude,2026,1663,36.19,6.6,259627,634746,Low,144.48
ORG00930,Retail,Medium,221,Copilot,2026,15,0.0,9.0,152158,246586,Medium,62.06
ORG00931,Education,Medium,263,Gemini,2026,38,11.66,7.0,100212,80332,Low,-19.84
ORG00932,Education,Small,49,Gemini,2026,22,11.64,9.4,27520,63514,Medium,130.79
ORG00933,IT,Small,86,Claude,2026,17,27.21,5.8,8838,21529,Medium,143.6
ORG00934,Retail,Small,71,ChatGPT,2026,8,28.08,6.4,49092,75107,Medium,52.99
ORG00935,Retail,Large,9015,ChatGPT,2026,318,28.36,7.0,495631,540194,Low,8.99
ORG00936,Manufacturing,Small,61,ChatGPT,2026,22,13.59,7.1,10650,16251,Medium,52.59
ORG00937,Manufacturing,Small,126,Gemini,2026,31,18.98,6.1,18661,29579,Low,58.51
ORG00938,Manufacturing,Large,9941,Perplexity,2026,3145,15.31,8.4,1578482,1821395,High,15.39
ORG00939,Manufacturing,Medium,370,Copilot,2026,101,17.26,8.3,104313,168542,High,61.57
ORG00940,Healthcare,Medium,869,Midjourney,2026,9,11.57,9.2,57064,68441,Medium,19.94
ORG00941,Retail,Small,167,Copilot,2026,81,11.21,7.2,30735,26927,Medium,-12.39
ORG00942,Retail,Small,117,Midjourney,2026,47,33.53,7.0,46917,79913,High,70.33
ORG00943,Education,Small,94,ChatGPT,2026,17,5.82,6.8,36051,53303,High,47.85
ORG00944,Retail,Small,191,Claude,2026,32,28.13,9.6,48871,109819,Medium,124.71
ORG00945,Education,Medium,949,ChatGPT,2026,233,19.3,8.2,76093,148420,High,95.05
ORG00946,Finance,Small,54,Midjourney,2026,23,33.66,7.9,32106,30863,High,-3.87
ORG00947,IT,Small,76,Midjourney,2026,5,33.4,6.1,39371,68876,Medium,74.94
ORG00948,Manufacturing,Large,9993,ChatGPT,2026,830,9.34,9.4,499861,563963,Medium,12.82
ORG00949,Finance,Small,42,Midjourney,2026,15,13.1,8.4,30682,46317,Medium,50.96
ORG00950,Education,Small,47,Perplexity,2026,11,27.57,8.8,13014,24780,Low,90.41
ORG00951,Retail,Small,177,Claude,2026,36,14.88,6.6,48787,60498,Medium,24.0
ORG00952,Finance,Small,141,Copilot,2026,47,20.59,5.8,6709,7225,Medium,7.69
ORG00953,Education,Small,141,ChatGPT,2026,31,33.82,8.1,29923,72568,High,142.52
ORG00954,Finance,Medium,907,Perplexity,2026,276,9.99,7.6,68075,168128,Medium,146.97
ORG00955,Retail,Medium,237,Midjourney,2026,111,20.56,9.5,58105,97282,Medium,67.42
ORG00956,IT,Large,6928,Gemini,2026,681,30.79,5.9,1770416,2244494,Low,26.78
ORG00957,Manufacturing,Small,40,ChatGPT,2026,8,23.13,8.2,28570,27959,Low,-2.14
ORG00958,Healthcare,Large,3873,Midjourney,2026,1174,37.72,8.6,1929883,2770443,High,43.55
ORG00959,IT,Small,110,Gemini,2026,28,30.49,6.7,33168,58620,High,76.74
ORG00960,Retail,Medium,762,Perplexity,2026,230,21.32,8.0,190211,406573,Medium,113.75
ORG00961,Healthcare,Medium,434,Claude,2026,88,3.77,8.2,220682,194875,High,-11.69
ORG00962,Retail,Small,182,Midjourney,2026,53,29.01,8.5,38980,32668,Low,-16.19
ORG00963,Education,Small,72,Perplexity,2026,15,13.63,5.5,33300,75325,Low,126.2
ORG00964,Finance,Medium,216,Midjourney,2026,21,20.63,8.0,201368,370651,Low,84.07
ORG00965,IT,Small,146,Perplexity,2026,12,25.35,7.9,39656,85482,Medium,115.56
ORG00966,Education,Small,45,Copilot,2026,15,23.49,5.7,21577,22560,Medium,4.56
ORG00967,Retail,Small,196,ChatGPT,2026,86,23.33,5.5,32851,63122,Medium,92.15
ORG00968,Healthcare,Medium,841,Claude,2026,100,15.83,6.9,140489,142582,Medium,1.49
ORG00969,Education,Small,83,ChatGPT,2026,39,15.83,6.8,37516,85458,Medium,127.79
ORG00970,Manufacturing,Small,48,Midjourney,2026,15,29.27,7.2,7136,16993,High,138.13
ORG00971,Healthcare,Small,76,Claude,2026,16,26.89,9.0,11354,26177,Medium,130.55
ORG00972,Manufacturing,Small,186,Perplexity,2026,16,23.1,6.0,45577,46700,Medium,2.46
ORG00973,IT,Large,5921,Midjourney,2026,1413,27.3,7.7,668677,921225,Medium,37.77
ORG00974,IT,Small,25,Claude,2026,18,18.09,9.4,6658,11839,High,77.82
ORG00975,Healthcare,Small,83,Midjourney,2026,37,24.7,7.0,5764,12157,High,110.91
ORG00976,Retail,Small,37,Perplexity,2026,12,14.75,6.8,9116,21454,High,135.34
ORG00977,Manufacturing,Medium,438,Perplexity,2026,209,17.44,7.3,64188,59994,Medium,-6.53
ORG00978,Education,Small,113,ChatGPT,2026,16,22.59,6.9,21033,19068,Medium,-9.34
ORG00979,IT,Small,160,ChatGPT,2026,21,12.97,7.7,26538,21871,High,-17.59
ORG00980,Healthcare,Large,9607,Midjourney,2026,4493,21.32,6.4,1821912,4554349,Medium,149.98
ORG00981,Education,Small,112,Midjourney,2026,34,15.7,7.6,38594,93821,Medium,143.1
ORG00982,Education,Small,164,Copilot,2026,33,30.5,6.2,39424,71416,Low,81.15
ORG00983,Finance,Large,8520,ChatGPT,2026,1208,19.68,8.8,1487520,1690220,Medium,13.63
ORG00984,Retail,Medium,591,Perplexity,2026,275,11.5,8.0,87345,158875,Medium,81.89
ORG00985,IT,Medium,866,Claude,2026,158,22.82,7.1,177744,169244,Low,-4.78
ORG00986,Manufacturing,Large,4493,ChatGPT,2026,1657,31.46,8.9,1790097,1900943,Medium,6.19
ORG00987,Finance,Small,134,Gemini,2026,30,26.93,9.7,31826,42458,Medium,33.41
ORG00988,Finance,Large,3552,Copilot,2026,967,13.87,6.8,1192348,1183958,Medium,-0.7
ORG00989,Retail,Small,101,ChatGPT,2026,13,31.99,7.6,31620,36734,High,16.17
ORG00990,Finance,Medium,471,Claude,2026,107,30.41,9.6,85466,135331,Medium,58.34
ORG00991,Finance,Small,109,ChatGPT,2026,31,20.04,7.6,20992,49496,High,135.79
ORG00992,IT,Small,21,ChatGPT,2026,7,21.05,7.4,40568,43539,High,7.32
ORG00993,IT,Medium,957,Midjourney,2026,242,19.76,6.5,67920,92698,Medium,36.48
ORG00994,Retail,Small,24,Copilot,2026,14,12.28,7.3,27569,42854,High,55.44
ORG00995,Education,Large,7620,Gemini,2026,230,32.55,9.2,1561136,2695775,Medium,72.68
ORG00996,Education,Medium,823,ChatGPT,2026,364,41.95,7.1,152496,216015,Medium,41.65
ORG00997,Healthcare,Medium,247,Midjourney,2026,96,13.74,6.0,237118,504319,Medium,112.69
ORG00998,Healthcare,Small,142,Claude,2026,53,32.29,7.1,9990,8765,Medium,-12.26
ORG00999,IT,Large,9653,Gemini,2026,3130,23.61,6.3,437678,635525,High,45.2
ORG01000,Manufacturing,Medium,922,ChatGPT,2026,149,18.75,6.9,111069,110072,Medium,-0.9
ORG01001,Healthcare,Small,177,Copilot,2026,31,27.18,8.3,33454,43775,High,30.85
ORG01002,IT,Large,8938,Gemini,2026,4385,13.48,5.3,1849563,2863115,Low,54.8
ORG01003,Retail,Medium,907,Copilot,2026,38,30.72,7.3,76552,184863,Medium,141.49
ORG01004,Manufacturing,Small,185,Claude,2026,17,21.14,6.6,49153,40837,High,-16.92
ORG01005,Manufacturing,Small,59,Copilot,2026,28,15.89,7.5,45506,47677,Medium,4.77
ORG01006,Healthcare,Small,17,Copilot,2026,19,19.82,5.2,21700,47284,Medium,117.9
ORG01007,Finance,Medium,910,ChatGPT,2026,235,29.39,5.4,152842,378084,Medium,147.37
ORG01008,Manufacturing,Large,1149,Perplexity,2026,248,23.71,7.3,1974862,2663076,High,34.85
ORG01009,Finance,Medium,814,Copilot,2026,280,20.67,8.8,126429,164285,High,29.94
ORG01010,Retail,Large,5934,Claude,2026,1017,4.51,8.8,809799,837903,High,3.47
ORG01011,IT,Large,1497,Perplexity,2026,663,13.09,7.4,1922856,3832899,Medium,99.33
ORG01012,Finance,Small,144,Claude,2026,10,3.31,6.2,5116,9073,High,77.35
ORG01013,Manufacturing,Small,15,Claude,2026,10,16.85,7.4,32369,29404,Medium,-9.16
ORG01014,Finance,Medium,753,Gemini,2026,81,9.25,8.0,213956,185935,High,-13.1
ORG01015,IT,Medium,809,Perplexity,2026,265,16.94,6.7,83984,208744,High,148.55
ORG01016,Education,Small,125,Copilot,2026,35,17.41,8.7,25289,47423,Low,87.52
ORG01017,Finance,Large,9927,Copilot,2026,4782,29.7,7.2,1315201,1645478,High,25.11
ORG01018,Manufacturing,Large,4439,ChatGPT,2026,1542,13.32,9.3,1994609,4480385,Medium,124.62
ORG01019,Finance,Medium,867,Perplexity,2026,101,17.56,7.4,182736,273044,Low,49.42
ORG01020,Retail,Medium,447,ChatGPT,2026,14,15.82,8.7,113554,202352,Medium,78.2
ORG01021,Finance,Medium,622,Copilot,2026,119,20.62,8.0,56320,89386,Medium,58.71
ORG01022,Manufacturing,Small,80,ChatGPT,2026,5,17.8,9.3,40070,50699,High,26.53
ORG01023,Finance,Medium,631,Copilot,2026,128,10.01,9.4,141405,126773,High,-10.35
ORG01024,Manufacturing,Small,181,Copilot,2026,77,20.43,6.3,10304,10906,Medium,5.84
ORG01025,Manufacturing,Small,93,Gemini,2026,8,20.2,8.4,8181,12669,Medium,54.86
ORG01026,Manufacturing,Medium,826,Copilot,2026,6,28.02,7.7,141568,302604,Medium,113.75
ORG01027,Manufacturing,Small,112,Copilot,2026,48,15.54,7.1,30620,71491,Medium,133.48
ORG01028,Retail,Large,6252,Claude,2026,2299,26.44,4.4,460768,811523,Medium,76.12
ORG01029,Education,Small,188,Gemini,2026,92,21.82,9.1,26506,38213,Medium,44.17
ORG01030,Retail,Small,56,Claude,2026,15,30.93,7.0,9168,17995,High,96.28
ORG01031,Manufacturing,Small,48,Perplexity,2026,9,22.95,7.0,28694,47584,Medium,65.83
ORG01032,Finance,Large,5090,Midjourney,2026,58,29.4,7.8,1462991,1764904,Low,20.64
ORG01033,Education,Small,105,ChatGPT,2026,22,12.67,9.7,43723,100090,Medium,128.92
ORG01034,Manufacturing,Small,131,Midjourney,2026,36,9.64,6.7,41187,48550,Medium,17.88
ORG01035,IT,Large,8029,Copilot,2026,1009,20.67,7.9,1950718,3886594,Medium,99.24
ORG01036,Manufacturing,Small,11,Copilot,2026,14,19.58,8.7,29934,47136,Medium,57.47
ORG01037,Retail,Small,119,Claude,2026,48,27.3,7.0,30627,32133,Low,4.92
ORG01038,Finance,Large,5025,Claude,2026,644,25.65,9.0,1450478,2648798,High,82.62
ORG01039,Healthcare,Medium,408,Claude,2026,124,21.84,7.4,112212,103096,Low,-8.12
ORG01040,Healthcare,Small,32,Copilot,2026,15,23.85,6.6,27823,55518,Medium,99.54
ORG01041,Healthcare,Medium,871,Midjourney,2026,366,16.44,8.6,58122,70431,High,21.18
ORG01042,Retail,Medium,897,Gemini,2026,378,22.21,6.0,57784,47925,Medium,-17.06
ORG01043,IT,Small,121,Perplexity,2026,11,21.04,5.3,49603,85382,Medium,72.13
ORG01044,IT,Medium,230,Gemini,2026,86,15.7,7.8,244103,207486,Low,-15.0
ORG01045,Healthcare,Small,144,ChatGPT,2026,40,31.43,6.9,40645,78057,High,92.05
ORG01046,Healthcare,Small,142,ChatGPT,2026,55,22.73,7.0,11736,21041,Medium,79.29
ORG01047,Education,Small,192,Claude,2026,22,33.82,6.7,36615,88722,Medium,142.31
ORG01048,Manufacturing,Large,1165,Claude,2026,254,10.83,5.9,1140792,1186056,High,3.97
ORG01049,Retail,Large,8860,Copilot,2026,2888,33.92,8.3,1509757,2306733,Medium,52.79
ORG01050,Manufacturing,Large,9480,Claude,2026,1043,34.05,6.3,1257858,1401846,Medium,11.45
ORG01051,Education,Small,10,ChatGPT,2026,9,5.63,8.0,8295,15419,Low,85.88
ORG01052,IT,Small,18,Midjourney,2026,8,12.64,6.7,14666,20775,Medium,41.65
ORG01053,Retail,Small,107,Perplexity,2026,36,19.74,8.1,38180,89240,Medium,133.73
ORG01054,Finance,Large,1306,Gemini,2026,276,17.37,8.1,352445,497648,High,41.2
ORG01055,Healthcare,Small,29,ChatGPT,2026,17,31.83,6.9,17882,19192,Medium,7.33
ORG01056,Finance,Large,8324,Copilot,2026,2973,13.37,7.4,402749,424916,High,5.5
ORG01057,Retail,Large,1126,Midjourney,2026,227,39.2,7.2,1675847,2605658,High,55.48
ORG01058,Education,Large,4592,Perplexity,2026,1943,20.72,7.0,1952462,4698447,High,140.64
ORG01059,Retail,Medium,732,ChatGPT,2026,127,33.54,6.5,213145,190627,Low,-10.56
ORG01060,Retail,Medium,359,Gemini,2026,74,28.88,6.0,96449,224354,High,132.61
ORG01061,Education,Medium,220,Gemini,2026,106,27.72,6.7,132376,238202,High,79.94
ORG01062,Healthcare,Medium,280,Midjourney,2026,45,22.13,8.7,122284,256633,Medium,109.87
ORG01063,Healthcare,Small,72,Midjourney,2026,20,31.22,7.0,31082,37810,Medium,21.65
ORG01064,IT,Medium,466,Copilot,2026,187,12.5,5.9,242423,344293,Low,42.02
ORG01065,Finance,Large,3873,Copilot,2026,333,15.98,8.6,1608614,3576090,Medium,122.31
ORG01066,Healthcare,Large,8954,Perplexity,2026,1332,27.04,9.0,1051120,2118948,Medium,101.59
ORG01067,Manufacturing,Small,114,ChatGPT,2026,35,20.13,8.7,22303,53328,Medium,139.11
ORG01068,Healthcare,Small,179,Copilot,2026,57,21.61,7.3,36933,44178,High,19.62
ORG01069,IT,Small,153,ChatGPT,2026,35,17.5,7.5,6643,16386,Medium,146.67
ORG01070,Manufacturing,Small,80,Gemini,2026,23,17.36,8.5,25210,20546,High,-18.5
ORG01071,Education,Small,195,Copilot,2026,80,10.94,8.2,36167,36675,High,1.4
ORG01072,IT,Small,119,Gemini,2026,52,16.12,5.9,25822,23515,Low,-8.93
ORG01073,IT,Large,9912,Midjourney,2026,990,17.83,6.6,1028360,2451243,Low,138.36
ORG01074,Retail,Medium,229,Perplexity,2026,26,26.76,7.2,195143,242354,Medium,24.19
ORG01075,Healthcare,Small,124,Midjourney,2026,58,26.67,10.0,34313,34850,Medium,1.57
ORG01076,Retail,Small,55,Midjourney,2026,24,9.22,7.5,22871,40798,High,78.38
ORG01077,Finance,Small,47,Perplexity,2026,16,16.17,8.8,23598,36534,High,54.82
ORG01078,IT,Large,2701,ChatGPT,2026,592,21.28,8.1,1692453,2947394,Medium,74.15
ORG01079,Healthcare,Small,156,Copilot,2026,47,18.69,9.0,18444,33719,Medium,82.82
ORG01080,Manufacturing,Small,36,Copilot,2026,12,8.66,7.3,42186,71081,Medium,68.49
ORG01081,Retail,Large,8970,Midjourney,2026,1758,13.26,9.2,690207,956706,Medium,38.61
ORG01082,Education,Small,68,Perplexity,2026,31,22.61,8.1,15005,29557,Medium,96.98
ORG01083,Manufacturing,Large,2821,Perplexity,2026,1260,28.11,8.1,1479596,1373609,Medium,-7.16
ORG01084,Retail,Medium,798,Copilot,2026,93,23.17,7.4,157900,329071,Medium,108.4
ORG01085,Finance,Large,1305,Gemini,2026,437,24.53,5.8,1947964,4213148,High,116.28
ORG01086,Manufacturing,Small,129,Gemini,2026,31,23.99,7.9,46606,86783,Low,86.21
ORG01087,Retail,Small,95,Perplexity,2026,20,22.79,6.5,11828,15499,Medium,31.04
ORG01088,Manufacturing,Small,170,Midjourney,2026,71,12.19,6.5,33682,82677,Low,145.46
ORG01089,Retail,Small,125,Perplexity,2026,22,10.28,8.4,37790,82395,High,118.03
ORG01090,IT,Small,30,ChatGPT,2026,5,23.72,7.7,46439,92263,Medium,98.68
ORG01091,Healthcare,Small,190,ChatGPT,2026,14,20.95,5.8,29367,68112,High,131.93
ORG01092,Healthcare,Medium,658,Perplexity,2026,97,5.46,6.9,183684,446086,High,142.86
ORG01093,IT,Small,79,Copilot,2026,18,29.06,7.8,26750,23778,Low,-11.11
ORG01094,Education,Medium,686,Gemini,2026,229,34.17,9.2,216672,455800,Medium,110.36
ORG01095,IT,Small,154,Copilot,2026,74,24.63,6.7,6990,13505,High,93.2
ORG01096,Healthcare,Small,135,Perplexity,2026,49,27.67,5.8,37904,40437,Medium,6.68
ORG01097,Finance,Small,147,Copilot,2026,37,41.84,6.6,43159,58111,Medium,34.64
ORG01098,Finance,Small,30,Perplexity,2026,6,30.29,8.2,27688,41030,Low,48.19
ORG01099,Retail,Medium,479,Midjourney,2026,102,27.53,7.6,239217,471222,Medium,96.99
ORG01100,Retail,Small,188,Gemini,2026,56,36.22,9.0,5108,7500,High,46.83
ORG01101,Manufacturing,Small,98,Midjourney,2026,44,30.21,4.6,25422,62273,Medium,144.96
ORG01102,IT,Small,42,Perplexity,2026,16,27.82,6.9,18873,44575,Medium,136.18
ORG01103,Education,Small,68,Midjourney,2026,11,17.74,6.5,6338,14411,Medium,127.37
ORG01104,Retail,Medium,723,ChatGPT,2026,255,16.5,6.5,210271,396935,Low,88.77
ORG01105,Manufacturing,Medium,667,Claude,2026,58,27.41,8.0,109733,224621,Medium,104.7
ORG01106,Manufacturing,Medium,938,ChatGPT,2026,91,11.7,7.4,120958,225694,Low,86.59
ORG01107,Retail,Large,1208,Copilot,2026,481,16.11,8.8,966982,1637370,Medium,69.33
ORG01108,Finance,Small,88,Claude,2026,21,26.06,7.3,45299,105624,Medium,133.17
ORG01109,IT,Large,4356,Gemini,2026,921,21.75,6.1,1765274,1763480,Medium,-0.1
ORG01110,Healthcare,Small,178,Perplexity,2026,40,21.18,8.1,23237,47156,Medium,102.93
ORG01111,Education,Medium,527,Claude,2026,104,9.09,8.0,75362,82311,High,9.22
